size,min_val,max_val,time,resolution,stdev
100,1,100000,166921.5,82.5,22472.914
103,1,100000,167702.0,75.625,7064.063
107,1,100000,166901.5,77.812,7611.808
110,1,100000,167681.0,77.812,6852.273
114,1,100000,167082.0,77.188,7764.728
118,1,100000,167741.5,80.945,6885.422
123,1,100000,167042.0,77.5,7157.506
127,1,100000,167282.0,80.312,6872.169
131,1,100000,167301.5,229.383,6787.353
136,1,100000,167361.5,82.812,6804.039
141,1,100000,167101.5,91.258,7460.733
146,1,100000,167861.5,82.195,7532.241
151,1,100000,167722.0,79.688,7868.265
156,1,100000,167481.0,79.375,7958.589
162,1,100000,167521.5,85.625,6828.995
167,1,100000,167681.5,86.875,7218.876
173,1,100000,167642.0,78.75,7927.45
179,1,100000,167602.0,79.688,7340.757
186,1,100000,167482.0,84.375,7112.637
192,1,100000,167642.0,86.875,6044.12
199,1,100000,167922.0,85.625,6770.193
206,1,100000,167681.5,81.875,7460.295
213,1,100000,167821.5,83.125,5864.68
221,1,100000,167941.5,89.688,7155.36
229,1,100000,168122.0,83.125,6615.776
237,1,100000,168002.0,83.758,6776.861
245,1,100000,168601.5,87.82,6876.787
254,1,100000,168201.0,80.32,5427.47
263,1,100000,168181.5,80.938,7753.013
272,1,100000,168221.0,73.75,8135.152
281,1,100000,168241.5,83.125,8438.668
291,1,100000,168282.0,83.75,8730.325
301,1,100000,168322.0,78.125,6843.76
312,1,100000,168441.0,75.312,6070.256
323,1,100000,168561.0,77.5,7046.462
334,1,100000,168481.0,75.0,7110.842
346,1,100000,169061.5,78.133,7100.713
358,1,100000,168562.0,95.938,7142.769
371,1,100000,169002.0,77.812,6036.331
384,1,100000,168722.0,85.625,6881.504
398,1,100000,168841.0,87.188,6628.369
412,1,100000,168802.0,76.25,7376.424
426,1,100000,168941.5,86.875,6914.419
441,1,100000,169302.0,80.938,6584.657
457,1,100000,169441.5,76.562,6796.538
473,1,100000,169081.5,88.125,7759.533
489,1,100000,169161.5,82.188,7375.601
506,1,100000,169661.5,77.812,6687.231
524,1,100000,169742.0,80.0,7115.887
543,1,100000,169402.0,81.25,7034.66
562,1,100000,169482.0,75.625,8320.644
582,1,100000,169842.0,76.875,7143.287
602,1,100000,169721.5,84.062,7208.696
623,1,100000,169842.0,84.375,5546.667
645,1,100000,169941.5,75.633,6813.003
668,1,100000,170282.0,76.875,8025.895
691,1,100000,170002.0,78.438,7327.484
716,1,100000,170522.0,83.125,6760.057
741,1,100000,170202.0,78.75,6537.879
767,1,100000,170482.0,86.875,6731.391
794,1,100000,170561.5,75.938,6654.88
822,1,100000,170762.0,73.125,7965.756
851,1,100000,170762.0,74.688,7953.107
881,1,100000,170982.0,82.188,7031.749
912,1,100000,171601.5,75.0,6648.077
944,1,100000,171301.5,77.188,7713.478
977,1,100000,171562.0,87.188,8378.014
1011,1,100000,171321.5,84.375,8427.699
1047,1,100000,172022.0,77.812,6609.347
1083,1,100000,171922.0,74.062,6513.853
1122,1,100000,172001.0,75.312,7262.65
1161,1,100000,172681.0,75.312,5864.865
1202,1,100000,172442.0,159.375,8741.294
1244,1,100000,172882.0,90.938,6275.247
1288,1,100000,173541.5,89.688,7089.458
1333,1,100000,173082.0,76.875,7263.32
1380,1,100000,173642.0,81.875,6694.409
1428,1,100000,173581.5,185.633,7243.656
1479,1,100000,173722.0,87.812,8385.89
1531,1,100000,174182.0,92.203,7160.469
1584,1,100000,174282.0,76.875,7702.111
1640,1,100000,175342.0,79.375,6672.859
1698,1,100000,175042.0,93.438,7553.545
1757,1,100000,175762.0,78.438,7747.707
1819,1,100000,176142.0,82.812,7849.419
1883,1,100000,175921.5,77.812,7420.702
1949,1,100000,176162.0,95.938,7710.521
2018,1,100000,176582.0,86.25,6780.003
2089,1,100000,177202.0,87.188,7280.914
2162,1,100000,176762.0,84.375,7149.05
2238,1,100000,177481.5,90.0,7680.682
2317,1,100000,177642.0,76.258,7461.607
2398,1,100000,177842.0,89.375,7864.952
2483,1,100000,177502.0,76.562,8397.161
2570,1,100000,177962.0,80.008,6866.403
2660,1,100000,178141.5,94.062,7296.698
2754,1,100000,177882.0,95.312,7078.511
2851,1,100000,178002.0,84.383,6919.02
2951,1,100000,178481.5,96.25,8190.148
3054,1,100000,179142.0,75.625,8355.85
3162,1,100000,179782.0,78.125,8123.428
3273,1,100000,180042.0,78.75,6714.219
3388,1,100000,180481.5,78.445,8801.465
3507,1,100000,180202.0,77.188,8250.069
3630,1,100000,181222.0,76.875,8249.994
3758,1,100000,181341.0,84.062,7792.167
3890,1,100000,181661.5,79.688,7378.902
4027,1,100000,182482.0,80.938,6778.54
4168,1,100000,183102.0,77.5,7592.284
4315,1,100000,183342.0,81.25,7660.984
4466,1,100000,183802.0,85.312,8365.326
4623,1,100000,184062.0,76.875,8137.042
4786,1,100000,185082.0,76.25,8166.662
4954,1,100000,185602.0,83.438,7286.609
5128,1,100000,186622.0,77.5,7546.371
5308,1,100000,188142.0,78.125,7409.592
5495,1,100000,187862.0,76.25,7994.898
5688,1,100000,188282.0,75.938,7355.768
5888,1,100000,188962.0,76.25,7604.795
6095,1,100000,189802.0,79.375,7362.022
6309,1,100000,191022.0,83.75,7607.554
6531,1,100000,191962.0,84.688,7316.487
6760,1,100000,192182.0,93.125,8140.851
6998,1,100000,193042.0,82.5,8565.522
7244,1,100000,193902.0,79.375,7874.359
7498,1,100000,194782.0,80.938,9317.921
7762,1,100000,195722.0,83.125,8328.722
8035,1,100000,197442.0,81.875,8700.242
8317,1,100000,198762.0,75.938,7571.801
8609,1,100000,200222.0,83.75,9425.69
8912,1,100000,201762.5,78.445,8063.134
9225,1,100000,203382.0,83.75,10659.857
9549,1,100000,203922.5,85.0,10332.178
9885,1,100000,205942.5,80.312,7096.74
10232,1,100000,207362.0,81.25,9374.275
10592,1,100000,208742.5,79.062,9759.842
10964,1,100000,210702.5,80.0,9211.633
11350,1,100000,218282.0,84.375,11794.237
11748,1,100000,221762.0,80.938,8956.615
12161,1,100000,222902.5,82.812,10119.959
12589,1,100000,225022.5,76.25,10970.742
13031,1,100000,228443.0,78.438,9347.732
13489,1,100000,231322.5,81.25,7687.594
13963,1,100000,230582.5,83.125,9686.054
14454,1,100000,235342.0,85.633,9202.994
14962,1,100000,238863.0,87.5,8877.831
15488,1,100000,232842.0,86.25,9554.817
16032,1,100000,236802.5,84.062,10582.308
16595,1,100000,238922.0,84.688,9585.426
17179,1,100000,238963.0,87.5,9696.815
17782,1,100000,241142.5,90.938,11500.695
18407,1,100000,246382.5,84.375,9591.527
19054,1,100000,252062.5,87.82,11182.842
19724,1,100000,248203.0,82.812,8902.268
20417,1,100000,251063.0,99.688,10241.648
21134,1,100000,256082.5,97.5,11919.069
21877,1,100000,258042.5,85.0,9234.608
22646,1,100000,270923.0,83.125,10015.695
23442,1,100000,267422.5,91.562,11601.486
24266,1,100000,275363.0,101.25,11403.971
25118,1,100000,277643.0,90.312,11228.402
26001,1,100000,282802.5,86.875,10220.772
26915,1,100000,282723.0,90.625,10967.667
27861,1,100000,287783.0,108.125,13359.903
28840,1,100000,299323.5,87.812,12713.156
29853,1,100000,306643.0,104.375,10252.545
30902,1,100000,307163.0,109.062,12589.811
31988,1,100000,317083.5,101.25,11346.556
33113,1,100000,328923.0,95.0,13492.207
34276,1,100000,330183.5,94.688,12681.625
35481,1,100000,338943.5,94.375,11810.176
36728,1,100000,346323.5,133.75,13932.465
38018,1,100000,352543.5,113.75,13633.953
39355,1,100000,366844.0,108.75,15123.306
40738,1,100000,377664.0,114.695,15678.292
42169,1,100000,379244.0,95.312,16315.164
43651,1,100000,379924.0,175.625,14095.549
45185,1,100000,394864.5,108.438,14196.212
46773,1,100000,400184.0,249.375,15037.277
48417,1,100000,417904.5,111.875,17659.586
50118,1,100000,429464.5,126.25,15797.162
51880,1,100000,433504.5,124.375,16193.831
53703,1,100000,434324.5,127.188,28931.568
55590,1,100000,451185.0,125.625,31031.004
57543,1,100000,464224.5,123.438,35145.128
59566,1,100000,477745.0,129.062,31713.938
61659,1,100000,481705.0,124.062,31296.414
63826,1,100000,494285.0,127.5,30981.938
66069,1,100000,488685.5,130.938,27164.39
68391,1,100000,533866.0,133.133,34467.001
70794,1,100000,524165.5,206.875,28914.603
73282,1,100000,502446.0,116.883,33473.409
75857,1,100000,552666.0,145.0,31442.522
78523,1,100000,581286.0,173.75,34171.962
81283,1,100000,575185.5,133.75,31358.478
84139,1,100000,569746.0,147.508,36043.196
87096,1,100000,645187.0,134.062,34725.131
90157,1,100000,613606.5,135.938,35639.322
93325,1,100000,678127.5,140.312,36568.214
96605,1,100000,667767.0,150.32,34467.717
