size,time
1.0,3.00002284348011e-07
2.0,3.00002284348011e-07
3.0,3.00002284348011e-07
4.0,3.00002284348011e-07
5.0,3.00002284348011e-07
6.0,3.00002284348011e-07
7.0,3.00002284348011e-07
8.0,3.4999538911506534e-07
9.0,3.9998849388211966e-07
10.0,4.00003045797348e-07
11.0,4.00003045797348e-07
12.0,4.00003045797348e-07
13.0,4.00003045797348e-07
14.0,4.999965312890708e-07
15.0,5.00003807246685e-07
16.0,5.00003807246685e-07
17.0,5.00003807246685e-07
18.0,6.00004568696022e-07
19.0,6.00004568696022e-07
20.0,6.499976734630764e-07
21.0,7.999988156370819e-07
22.0,7.00005330145359e-07
23.0,7.00005330145359e-07
24.0,7.999988156370819e-07
25.0,8.00006091594696e-07
26.0,8.00006091594696e-07
27.0,8.499991963617504e-07
28.0,9.00006853044033e-07
29.0,9.00006853044033e-07
30.0,1.00000761449337e-06
31.0,1.00000761449337e-06
32.0,1.0999938240274787e-06
33.0,1.1000010999850929e-06
34.0,1.100008375942707e-06
35.0,1.1500014807097614e-06
36.0,1.2000018614344299e-06
37.0,1.200009137392044e-06
38.0,1.2999953469261527e-06
39.0,1.300009898841381e-06
40.0,1.3999961083754897e-06
41.0,1.3999961083754897e-06
42.0,1.4999968698248267e-06
43.0,1.500004145782441e-06
44.0,1.5999976312741637e-06
45.0,1.5999976312741637e-06
46.0,1.6999983927235007e-06
47.0,1.7500060494057834e-06
48.0,1.7999991541728377e-06
49.0,1.8499995348975062e-06
50.0,1.8999999156221747e-06
51.0,2.0000006770715117e-06
52.0,2.0000006770715117e-06
53.0,2.0999941625632346e-06
54.0,2.1000014385208488e-06
55.0,2.1000014385208488e-06
56.0,2.2000021999701858e-06
57.0,2.2999956854619086e-06
58.0,2.3000029614195228e-06
59.0,2.449996827635914e-06
60.0,2.4000037228688598e-06
61.0,2.5000044843181968e-06
62.0,2.5000044843181968e-06
63.0,2.5999906938523054e-06
64.0,2.6000052457675338e-06
65.0,2.649998350534588e-06
66.0,2.800006768666208e-06
67.0,2.749999111983925e-06
68.0,2.8999929782003164e-06
69.0,2.8999929782003164e-06
70.0,2.9999937396496534e-06
71.0,3.050001396331936e-06
72.0,3.100009053014219e-06
73.0,3.1999952625483274e-06
74.0,3.1999952625483274e-06
75.0,3.3000032999552786e-06
76.0,3.3999967854470015e-06
77.0,3.4000040614046156e-06
78.0,3.4999975468963385e-06
79.0,3.4999975468963385e-06
80.0,3.600012860260904e-06
81.0,3.6999990697950125e-06
82.0,3.6999990697950125e-06
83.0,3.9000005926936865e-06
84.0,3.9000005926936865e-06
85.0,3.9000005926936865e-06
86.0,4.0000013541430235e-06
87.0,4.099994839634746e-06
88.0,5.200003215577453e-06
89.0,4.2000028770416975e-06
90.0,5.200003215577453e-06
91.0,4.349996743258089e-06
92.0,4.49999060947448e-06
93.0,4.49999060947448e-06
94.0,4.5000051613897085e-06
95.0,4.599998646881431e-06
96.0,4.699999408330768e-06
97.0,4.799992893822491e-06
98.0,4.799992893822491e-06
99.0,4.9000082071870565e-06
100.0,4.999994416721165e-06
101.0,4.999994416721165e-06
102.0,5.099995178170502e-06
103.0,5.199995939619839e-06
104.0,5.299996701069176e-06
105.0,5.30000397702679e-06
106.0,5.49999822396785e-06
107.0,5.49999822396785e-06
108.0,5.599998985417187e-06
109.0,7.099995855242014e-06
110.0,5.900001269765198e-06
111.0,5.800000508315861e-06
112.0,5.900001269765198e-06
113.0,6.000002031214535e-06
114.0,6.099988240748644e-06
115.0,6.199996278155595e-06
116.0,6.200003554113209e-06
117.0,6.300004315562546e-06
118.0,6.400005077011883e-06
119.0,6.400005077011883e-06
120.0,6.50000583846122e-06
121.0,6.600006599910557e-06
122.0,6.70000008540228e-06
123.0,6.799993570894003e-06
124.0,6.800000846851617e-06
125.0,6.89999433234334e-06
126.0,7.000002369750291e-06
127.0,7.199996616691351e-06
128.0,7.200011168606579e-06
129.0,7.300011930055916e-06
130.0,7.399998139590025e-06
131.0,7.4499985203146935e-06
132.0,7.499998901039362e-06
133.0,7.599999662488699e-06
134.0,7.650000043213367e-06
135.0,9.849994967225939e-06
136.0,8.100003469735384e-06
137.0,7.899994670879096e-06
138.0,8.099988917820156e-06
139.0,8.100003469735384e-06
140.0,8.25000461190939e-06
141.0,8.400005754083395e-06
142.0,8.399991202168167e-06
143.0,8.499991963617504e-06
144.0,8.600007276982069e-06
145.0,8.600007276982069e-06
146.0,8.899995009414852e-06
147.0,8.799994247965515e-06
148.0,8.900002285372466e-06
149.0,9.000003046821803e-06
150.0,9.049996151588857e-06
151.0,9.300005331169814e-06
152.0,9.250004950445145e-06
153.0,9.449999197386205e-06
154.0,9.499999578110874e-06
155.0,9.499999578110874e-06
156.0,9.700001101009548e-06
157.0,9.899988071992993e-06
158.0,1.0000003385357559e-05
159.0,1.0000003385357559e-05
160.0,1.0100004146806896e-05
161.0,1.0299991117790341e-05
162.0,1.0249998013023287e-05
163.0,1.0499992640689015e-05
164.0,1.0500007192604244e-05
165.0,1.0700001439545304e-05
166.0,1.069999416358769e-05
167.0,1.0799994925037026e-05
168.0,1.0950003343168646e-05
169.0,1.0900010238401592e-05
170.0,1.1099997209385037e-05
171.0,1.1199997970834374e-05
172.0,1.1299998732283711e-05
173.0,1.1299998732283711e-05
174.0,1.1399999493733048e-05
175.0,1.1500000255182385e-05
176.0,1.1649994121398777e-05
177.0,1.170000177808106e-05
178.0,1.1900003300979733e-05
179.0,1.2100004823878407e-05
180.0,1.1900003300979733e-05
181.0,1.2300006346777081e-05
182.0,1.2399999832268804e-05
183.0,1.2499993317760527e-05
184.0,1.2249998690094799e-05
185.0,1.2700002116616815e-05
186.0,1.2699994840659201e-05
187.0,1.5600002370774746e-05
188.0,1.3249999028630555e-05
189.0,1.3100005162414163e-05
190.0,1.3249999028630555e-05
191.0,1.3299999409355223e-05
192.0,1.3299999409355223e-05
193.0,1.340000017080456e-05
194.0,1.3749995559919626e-05
195.0,1.3500000932253897e-05
196.0,1.3800003216601908e-05
197.0,1.3900003978051245e-05
198.0,1.3849996321368963e-05
199.0,1.424999936716631e-05
200.0,1.4099990949034691e-05
201.0,1.4350000128615648e-05
202.0,1.460000203223899e-05
203.0,1.4550001651514322e-05
204.0,1.4700002793688327e-05
205.0,1.4599994756281376e-05
206.0,1.475001045037061e-05
207.0,1.5199999324977398e-05
208.0,1.5249999705702066e-05
209.0,1.5300000086426735e-05
210.0,1.5300000086426735e-05
211.0,1.5400000847876072e-05
212.0,1.5900004655122757e-05
213.0,1.589999010320753e-05
214.0,1.569999585626647e-05
215.0,1.6500001947861165e-05
216.0,1.6200006939470768e-05
217.0,1.6350008081644773e-05
218.0,1.6350008081644773e-05
219.0,1.6699996194802225e-05
220.0,1.6500001947861165e-05
221.0,1.700000575510785e-05
222.0,1.670000347075984e-05
223.0,1.720000000204891e-05
224.0,1.720000000204891e-05
225.0,1.7300000763498247e-05
226.0,1.7249993106815964e-05
227.0,1.7449994629714638e-05
228.0,1.7699989257380366e-05
229.0,1.7600003047846258e-05
230.0,1.7899998056236655e-05
231.0,1.8149999959859997e-05
232.0,1.8149999959859997e-05
233.0,1.835000148275867e-05
234.0,1.829999382607639e-05
235.0,1.8499995348975062e-05
236.0,1.8749997252598405e-05
237.0,1.8999999156221747e-05
238.0,1.9049999536946416e-05
239.0,1.925000105984509e-05
240.0,1.9049999536946416e-05
241.0,1.979999797185883e-05
242.0,1.9999999494757503e-05
243.0,1.9399987650103867e-05
244.0,1.9599996448960155e-05
245.0,1.9800005247816443e-05
246.0,1.9999999494757503e-05
247.0,2.0199993741698563e-05
248.0,2.010000025620684e-05
249.0,2.064999716822058e-05
250.0,2.0350002159830183e-05
251.0,2.0300001779105514e-05
252.0,2.0749997929669917e-05
253.0,2.099999983329326e-05
254.0,2.0899999071843922e-05
255.0,2.0700004824902862e-05
256.0,2.1150000975467265e-05
257.0,2.1549996745307e-05
258.0,2.160000440198928e-05
259.0,2.1649997506756335e-05
260.0,2.1550004021264613e-05
261.0,2.204999327659607e-05
262.0,2.1850006305612624e-05
263.0,2.220000169472769e-05
264.0,2.2299995180219412e-05
265.0,2.2099993657320738e-05
266.0,2.2449996322393417e-05
267.0,2.8500006010290235e-05
268.0,2.3100001271814108e-05
269.0,2.339998900424689e-05
270.0,2.305000089108944e-05
271.0,2.3599990527145565e-05
272.0,2.3649998183827847e-05
273.0,2.370000584051013e-05
274.0,2.3950007744133472e-05
275.0,2.3999993572942913e-05
276.0,2.4100008886307478e-05
277.0,2.4300003133248538e-05
278.0,2.455000503687188e-05
279.0,2.9499991796910763e-05
280.0,2.469999890308827e-05
281.0,2.5250003091059625e-05
282.0,2.4900000425986946e-05
283.0,2.5549998099450022e-05
284.0,2.5250003091059625e-05
285.0,2.5250003091059625e-05
286.0,2.579999272711575e-05
287.0,2.5250003091059625e-05
288.0,2.5600005756132305e-05
289.0,2.6000008801929653e-05
290.0,2.5900008040480316e-05
291.0,2.6399997295811772e-05
292.0,3.229999856557697e-05
293.0,3.3499993151053786e-05
294.0,3.3700001949910074e-05
295.0,2.680000034160912e-05
296.0,2.710000262595713e-05
297.0,2.7199996111448854e-05
298.0,2.749999111983925e-05
299.0,2.7000001864507794e-05
300.0,2.7399997634347528e-05
301.0,2.800000220304355e-05
302.0,2.800000220304355e-05
303.0,2.785000833682716e-05
304.0,2.8150003345217556e-05
305.0,2.8250004106666893e-05
306.0,2.8649999876506627e-05
307.0,2.8849994123447686e-05
308.0,2.8299997211433947e-05
309.0,2.904999564634636e-05
310.0,2.8800001018680632e-05
311.0,2.9499991796910763e-05
312.0,2.975000097649172e-05
313.0,2.9399991035461426e-05
314.0,2.9749993700534105e-05
315.0,2.9799994081258774e-05
316.0,2.9800001357216388e-05
317.0,2.9800008633174002e-05
318.0,3.155000013066456e-05
319.0,3.035000554518774e-05
320.0,3.12999909510836e-05
321.0,3.0499999411404133e-05
322.0,3.0750001315027475e-05
323.0,3.160000778734684e-05
324.0,3.1499992473982275e-05
325.0,3.220000508008525e-05
326.0,3.210000431863591e-05
327.0,3.185000241501257e-05
328.0,3.234999894630164e-05
329.0,3.2250005460809916e-05
330.0,3.2199997804127634e-05
331.0,3.260000084992498e-05
332.0,3.319999814266339e-05
333.0,4.08000050811097e-05
334.0,3.345000004628673e-05
335.0,3.330000618007034e-05
336.0,3.3700001949910074e-05
337.0,3.339999238960445e-05
338.0,3.395000385353342e-05
339.0,4.225000157020986e-05
340.0,3.5250006476417184e-05
341.0,3.440000000409782e-05
342.0,3.495000419206917e-05
343.0,3.4550001146271825e-05
344.0,3.4749995393212885e-05
345.0,3.51999988197349e-05
346.0,3.544999344740063e-05
347.0,3.47500026691705e-05
348.0,3.555000148480758e-05
349.0,3.5299992305226624e-05
350.0,3.614999877754599e-05
351.0,3.599999763537198e-05
352.0,3.6299999919719994e-05
353.0,3.590000414988026e-05
354.0,3.6650002584792674e-05
355.0,3.6450001061894e-05
356.0,3.6900004488416016e-05
357.0,3.6499994166661054e-05
358.0,3.670000296551734e-05
359.0,3.719999949680641e-05
360.0,3.774999640882015e-05
361.0,3.774999640882015e-05
362.0,3.7949997931718826e-05
363.0,3.8350000977516174e-05
364.0,3.905000630766153e-05
365.0,3.85999956051819e-05
366.0,3.994999860879034e-05
367.0,3.960000321967527e-05
368.0,3.960000321967527e-05
369.0,3.9749997085891664e-05
370.0,3.949999518226832e-05
371.0,3.994999860879034e-05
372.0,3.9349994040094316e-05
373.0,3.989999822806567e-05
374.0,3.9999998989515007e-05
375.0,4.0400002035312355e-05
376.0,4.079999780515209e-05
377.0,4.064999666297808e-05
378.0,4.074999742442742e-05
