size,min_val,max_val,time,resolution,stdev
10000,10,10,62120.5,149.583,5834.587
10000,10,1009,20680.0,75.417,4236.328
10000,10,2008,22480.0,76.25,4341.092
10000,10,3007,24240.0,79.583,3580.461
10000,10,4006,26160.0,82.5,1323.19
10000,10,5005,28080.0,83.75,2796.573
10000,10,6004,30120.0,77.917,2197.228
10000,10,7003,32120.0,83.333,3130.482
10000,10,8002,34000.0,77.51,3331.353
10000,10,9001,36160.0,82.083,3541.582
10000,10,10000,38280.5,82.083,3906.732
10000,10,10999,40320.0,80.417,2200.602
10000,10,11998,42321.0,77.5,1971.18
10000,10,12997,44441.0,82.917,3189.128
10000,10,13996,46600.0,81.667,3159.901
10000,10,14995,48681.0,77.083,3134.463
10000,10,15994,50761.0,78.333,3329.744
10000,10,16993,52921.0,77.5,3906.518
10000,10,17992,55080.0,82.083,3821.662
10000,10,18991,57121.0,79.583,4097.668
10000,10,19990,59100.5,77.917,3580.168
10000,10,20989,61080.0,77.5,4129.813
10000,10,21988,63040.0,76.25,7128.644
10000,10,22987,65041.0,77.917,5587.251
10000,10,23986,66881.0,82.917,3776.27
10000,10,24985,68841.0,75.833,5006.708
10000,10,25984,70720.5,76.667,3065.696
10000,10,26983,72640.0,78.333,4069.145
10000,10,27982,74440.5,78.75,3993.413
10000,10,28981,76440.5,76.667,4050.378
10000,10,29980,78240.5,83.75,4432.916
10000,10,30979,79961.0,76.667,4256.078
10000,10,31978,81780.5,85.417,4168.168
10000,10,32977,83721.0,78.333,4632.658
10000,10,33976,85641.0,76.677,4124.595
10000,10,34975,87381.0,80.417,4843.19
10000,10,35974,89241.0,77.5,3916.502
10000,10,36973,90961.0,88.333,2134.565
10000,10,37972,92761.0,80.417,4667.391
10000,10,38971,95121.0,108.333,5421.245
10000,10,39970,98101.0,81.667,4900.532
10000,10,40969,99861.0,81.25,5743.131
10000,10,41968,100741.0,88.333,5053.465
10000,10,42967,102081.0,77.5,4062.439
10000,10,43966,104281.0,79.583,4819.887
10000,10,44965,105421.0,83.333,5777.483
10000,10,45964,107741.0,83.333,5757.086
10000,10,46963,108961.5,84.167,6088.72
10000,10,47962,110981.5,81.25,4621.123
10000,10,48961,114881.5,79.167,5535.672
10000,10,49960,115701.0,78.333,4494.963
10000,10,50959,117761.5,80.417,6235.069
10000,10,51958,118441.5,81.25,4194.195
10000,10,52957,121001.5,78.333,7298.905
10000,10,53956,122801.0,82.938,6045.607
10000,10,54955,124681.0,80.833,6293.54
10000,10,55954,128001.5,80.0,6452.699
10000,10,56953,129101.5,84.167,7326.258
10000,10,57952,131001.0,78.75,7027.006
10000,10,58951,131701.5,81.667,6245.011
10000,10,59950,135441.5,75.833,6237.696
10000,10,60949,136381.5,87.5,7605.241
10000,10,61948,137561.0,78.75,5786.379
10000,10,62947,142242.0,80.427,6694.982
10000,10,63946,143502.0,82.927,5924.935
10000,10,64945,144801.0,92.5,6013.85
10000,10,65944,145742.0,102.5,6075.224
10000,10,66943,148621.5,103.75,6398.657
10000,10,67942,151062.0,101.667,9075.561
10000,10,68941,153342.0,103.75,9214.183
10000,10,69940,153841.5,100.0,6500.406
10000,10,70939,155241.0,106.667,6958.452
10000,10,71938,157121.0,106.667,8608.299
10000,10,72937,158862.0,103.75,7548.267
10000,10,73936,160462.0,130.417,6587.407
10000,10,74935,163082.0,112.917,9560.305
10000,10,75934,164461.5,111.25,6716.541
10000,10,76933,163402.0,102.917,7580.823
10000,10,77932,166882.0,105.0,7351.781
10000,10,78931,171042.0,109.583,8635.933
10000,10,79930,172202.0,108.333,7130.75
10000,10,80929,175642.0,110.417,7102.679
10000,10,81928,177022.0,110.0,7430.038
10000,10,82927,178982.5,118.75,8065.449
10000,10,83926,175962.0,105.833,9953.292
10000,10,84925,178082.0,120.833,9372.482
10000,10,85924,186642.0,127.917,10125.34
10000,10,86923,187042.5,119.583,9838.849
10000,10,87922,189562.5,246.667,10060.442
10000,10,88921,191722.5,130.0,9018.73
10000,10,89920,191822.0,124.167,9662.198
10000,10,90919,196762.5,132.083,9780.263
10000,10,91918,197422.0,122.917,9377.115
10000,10,92917,203702.0,107.917,10902.706
10000,10,93916,199303.0,105.833,10108.238
10000,10,94915,199343.0,107.083,12212.386
10000,10,95914,205323.0,111.25,8812.465
10000,10,96913,208042.0,120.844,12058.162
10000,10,97912,210083.0,106.667,11333.449
10000,10,98911,207182.5,124.167,10572.224
10000,10,99910,206722.5,97.083,10211.255
10000,10,100909,216302.5,109.583,11021.313
10000,10,101908,218042.5,108.75,11196.085
10000,10,102907,222763.0,108.333,11176.803
10000,10,103906,226343.0,110.833,12644.566
10000,10,104905,226622.5,110.844,12911.086
10000,10,105904,226083.0,110.833,10970.354
10000,10,106903,221602.5,98.75,12228.525
10000,10,107902,223322.0,105.0,13023.159
10000,10,108901,222703.0,115.0,13993.229
10000,10,109900,233082.5,104.583,12177.698
10000,10,110899,226042.0,87.917,13593.732
10000,10,111898,233943.0,78.333,10479.288
10000,10,112897,230602.5,94.583,10638.608
10000,10,113896,239282.0,94.167,13891.684
10000,10,114895,244123.0,100.01,10824.77
10000,10,115894,233743.0,85.01,13966.968
10000,10,116893,234203.0,86.667,14520.827
10000,10,117892,238662.5,95.0,15216.968
10000,10,118891,240063.0,97.5,12787.721
10000,10,119890,240523.0,102.083,15938.787
10000,10,120889,247542.5,103.75,13645.975
10000,10,121888,244523.0,95.417,13897.866
10000,10,122887,256223.0,120.0,12619.802
10000,10,123886,262363.0,105.0,14881.665
10000,10,124885,262423.0,107.917,13768.119
10000,10,125884,265403.0,110.833,13003.672
10000,10,126883,265643.0,114.583,12801.11
10000,10,127882,269963.5,110.833,12988.531
10000,10,128881,259403.0,112.917,54794.402
10000,10,129880,262483.0,105.0,14719.74
10000,10,130879,264303.0,90.0,14170.204
10000,10,131878,266423.0,111.25,15254.85
10000,10,132877,269043.0,102.083,12560.822
10000,10,133876,270583.0,103.75,15809.844
10000,10,134875,271263.0,96.667,13966.089
10000,10,135874,273343.0,105.833,17537.274
10000,10,136873,274703.5,105.01,14608.027
10000,10,137872,277743.5,111.25,16603.254
10000,10,138871,280363.5,99.583,18753.041
10000,10,139870,281783.5,110.833,16810.345
10000,10,140869,285743.5,104.167,16102.961
10000,10,141868,288503.0,98.75,15822.562
10000,10,142867,289283.0,107.083,17095.645
10000,10,143866,291604.0,109.583,13971.974
10000,10,144865,294504.0,110.417,14918.555
10000,10,145864,297323.0,102.083,19589.665
10000,10,146863,299584.0,107.083,16688.599
10000,10,147862,300243.5,107.927,14668.499
10000,10,148861,304043.5,109.167,17299.57
10000,10,149860,305543.5,110.417,20621.909
10000,10,150859,308443.5,95.833,18173.007
10000,10,151858,310203.5,110.833,19863.817
10000,10,152857,310843.0,106.667,19779.155
10000,10,153856,312804.0,122.094,14865.251
10000,10,154855,323484.0,113.333,17987.437
10000,10,155854,325764.0,128.333,10290.638
10000,10,156853,322744.0,114.583,14752.166
10000,10,157852,333283.5,169.167,13669.068
10000,10,158851,338083.5,118.75,51141.207
10000,10,159850,338524.0,130.833,18086.921
10000,10,160849,323683.5,114.167,17528.884
10000,10,161848,328264.0,133.333,16198.674
10000,10,162847,341544.0,109.167,19338.805
10000,10,163846,348204.0,120.833,15635.891
10000,10,164845,346444.0,117.917,13862.864
10000,10,165844,350364.0,125.0,15214.682
10000,10,166843,353684.0,120.01,15575.704
10000,10,167842,354724.0,125.0,16972.138
10000,10,168841,358744.0,126.667,15989.526
10000,10,169840,365324.5,130.833,16592.181
10000,10,170839,361684.0,127.083,14982.328
10000,10,171838,366864.0,132.5,15046.408
10000,10,172837,365644.0,123.75,15406.416
10000,10,173836,366304.0,124.583,17569.639
10000,10,174835,372864.0,121.677,14393.796
10000,10,175834,374224.0,126.667,15563.296
10000,10,176833,377345.0,124.167,16117.179
10000,10,177832,372805.0,130.833,13505.05
10000,10,178831,375284.0,120.833,18462.767
10000,10,179830,376444.5,128.333,19586.516
10000,10,180829,386384.0,127.917,16990.364
10000,10,181828,389944.5,135.417,15596.682
10000,10,182827,392865.0,127.5,16953.601
10000,10,183826,396324.5,130.833,17418.184
10000,10,184825,393865.0,136.25,18138.13
10000,10,185824,394465.0,122.917,18866.622
10000,10,186823,386004.5,130.844,18047.203
10000,10,187822,395685.0,140.417,18497.055
10000,10,188821,389645.0,132.5,19345.668
10000,10,189820,389184.5,130.833,19203.043
10000,10,190819,393464.0,127.083,133947.573
10000,10,191818,409985.0,125.844,21341.985
10000,10,192817,402105.0,136.677,24652.405
10000,10,193816,415544.0,126.667,19322.431
10000,10,194815,404965.0,129.583,18196.133
10000,10,195814,411925.0,125.417,22549.888
10000,10,196813,400745.0,128.344,22043.681
10000,10,197812,423905.0,132.5,18483.928
10000,10,198811,422445.0,128.333,17701.13
10000,10,199810,430365.0,128.333,20431.068
10000,10,200809,424585.0,130.0,16441.171
10000,10,201808,430824.5,196.667,16782.378
10000,10,202807,436985.0,130.833,22730.431
10000,10,203806,423125.0,129.167,17708.382
10000,10,204805,434025.0,130.417,18140.212
10000,10,205804,435005.0,137.5,18897.345
10000,10,206803,421105.0,127.917,23234.159
10000,10,207802,424425.0,230.0,18972.309
10000,10,208801,429385.0,125.0,22613.777
10000,10,209800,425444.5,127.5,22811.408
10000,10,210799,426225.0,129.583,18970.554
10000,10,211798,435465.0,121.667,19464.39
10000,10,212797,439545.0,133.333,19215.659
10000,10,213796,436405.0,127.927,17440.329
10000,10,214795,444045.0,127.083,23019.594
10000,10,215794,439925.0,125.438,18896.249
10000,10,216793,444865.0,128.333,23929.636
10000,10,217792,460945.0,125.833,21598.857
10000,10,218791,467485.0,129.583,16351.741
10000,10,219790,461905.5,127.083,21402.211
10000,10,220789,453145.5,130.0,25493.815
10000,10,221788,469045.5,126.25,22655.544
10000,10,222787,472325.0,125.427,77064.792
10000,10,223786,471405.5,125.0,21397.239
10000,10,224785,473025.5,127.083,20456.076
10000,10,225784,479125.5,123.333,21068.829
