size,min_val,max_val,time,resolution,stdev
100,1,100000,167282.0,82.812,25778.477
107,1,100000,167402.0,190.312,6515.333
114,1,100000,167202.0,76.875,8032.88
123,1,100000,167341.5,81.875,7560.365
131,1,100000,168041.5,85.312,6944.31
141,1,100000,167841.5,82.5,6681.23
151,1,100000,167581.5,81.875,8698.157
162,1,100000,167822.0,83.125,7098.192
173,1,100000,167741.5,80.938,7161.339
186,1,100000,167962.0,82.5,8259.323
199,1,100000,167882.0,82.812,6498.733
213,1,100000,167962.0,83.758,7561.502
229,1,100000,168041.0,82.5,7213.727
245,1,100000,168081.5,85.625,7164.433
263,1,100000,168162.0,85.312,7165.214
281,1,100000,168262.0,84.688,6748.661
301,1,100000,168341.5,81.875,11492.803
323,1,100000,168561.0,83.75,5995.374
346,1,100000,168602.0,86.562,7168.849
371,1,100000,168842.0,85.0,7560.394
398,1,100000,168801.5,82.5,6756.024
426,1,100000,168842.0,83.125,7757.732
457,1,100000,169002.0,84.688,6217.325
489,1,100000,169281.5,84.695,7150.019
524,1,100000,169682.0,83.758,6845.992
562,1,100000,169981.5,81.562,6420.743
602,1,100000,170082.0,81.562,7431.235
645,1,100000,169742.0,84.375,7669.229
691,1,100000,170441.5,88.438,6759.657
741,1,100000,170122.0,85.008,6705.86
794,1,100000,170442.0,85.312,8055.202
851,1,100000,170762.0,84.062,8071.184
912,1,100000,170881.5,83.758,7635.806
977,1,100000,171082.0,82.188,6511.485
1047,1,100000,171442.0,84.375,7808.692
1122,1,100000,171761.5,90.0,7370.024
1202,1,100000,172002.0,85.312,8001.068
1288,1,100000,172401.5,85.625,5942.56
1380,1,100000,172862.0,82.812,6422.558
1479,1,100000,173682.0,85.312,8831.625
1584,1,100000,173561.0,85.0,7176.971
1698,1,100000,175602.0,109.062,8359.806
1819,1,100000,174362.0,88.75,8301.826
1949,1,100000,174882.0,90.312,8587.78
2089,1,100000,175602.0,89.375,7953.608
2238,1,100000,176642.0,92.188,7645.244
2398,1,100000,176982.0,90.945,9059.059
2570,1,100000,177962.0,93.125,8200.954
2754,1,100000,178202.0,90.945,9242.424
2951,1,100000,179402.0,88.438,8440.106
3162,1,100000,180322.0,89.383,9687.316
3388,1,100000,181561.5,89.062,7287.632
3630,1,100000,182522.0,88.438,8419.163
3890,1,100000,183562.0,97.812,8519.008
4168,1,100000,184442.0,95.312,7466.143
4466,1,100000,186542.0,96.57,8192.745
4786,1,100000,187361.0,97.188,9191.782
5128,1,100000,188802.0,90.625,10915.474
5495,1,100000,189702.0,97.5,12358.028
5888,1,100000,191922.0,92.812,10641.739
6309,1,100000,194042.0,95.008,9932.03
6760,1,100000,196142.0,91.883,10006.103
7244,1,100000,196062.0,96.562,9048.824
7762,1,100000,198782.0,92.188,9528.81
8317,1,100000,203742.0,95.0,11891.785
8912,1,100000,205702.0,95.0,10633.372
9549,1,100000,211802.0,95.625,13204.664
10232,1,100000,213602.5,91.25,8177.019
10964,1,100000,218582.0,98.438,12021.486
11748,1,100000,220183.0,109.062,12275.034
12589,1,100000,221562.5,110.625,13440.977
13489,1,100000,229322.0,111.562,10714.756
14454,1,100000,230463.0,115.633,10618.658
15488,1,100000,235282.5,110.625,12458.809
16595,1,100000,240942.5,124.062,13320.799
17782,1,100000,246103.0,112.188,13751.02
19054,1,100000,249902.0,110.938,11733.012
20417,1,100000,253722.0,118.438,13184.338
21877,1,100000,264103.0,120.938,13767.941
23442,1,100000,268323.0,122.5,13006.005
25118,1,100000,270603.0,124.062,11538.518
26915,1,100000,279743.0,114.688,12325.202
28840,1,100000,288203.0,124.062,14139.029
30902,1,100000,298703.0,122.812,14584.754
33113,1,100000,309223.5,125.938,15051.526
35481,1,100000,324763.5,130.625,17007.22
38018,1,100000,343004.0,125.938,15093.116
40738,1,100000,359244.0,124.375,15696.19
43651,1,100000,371764.0,132.5,16970.478
46773,1,100000,389544.0,140.945,18393.5
50118,1,100000,411884.0,133.125,17732.375
53703,1,100000,428604.5,153.438,21977.017
57543,1,100000,434744.0,141.258,16844.753
61659,1,100000,454744.5,139.688,45554.447
66069,1,100000,481865.0,133.438,50195.581
70794,1,100000,524565.5,149.688,48100.287
75857,1,100000,547446.0,140.625,30616.829
81283,1,100000,583406.5,143.758,36453.86
87096,1,100000,558785.5,156.875,32272.079
93325,1,100000,619146.5,158.125,36486.281
