size,time,resolution
536,1240.0,80.625
537,1280.0,76.25
538,1240.0,75.640625
539,1280.0,75.625
540,1240.0,75.625
541,1280.0,77.515625
542,1280.0,76.25
543,1280.0,77.5
544,1280.0,72.5
545,1280.0,77.5
546,1280.0,78.125
547,1280.0,79.375
548,1280.0,74.375
549,1280.0,80.015625
550,1280.0,76.875
551,1280.0,76.25
552,1280.0,75.0
553,1280.0,74.375
554,1280.0,80.0
555,1280.0,78.125
556,1280.0,76.875
557,1280.0,80.625
558,1280.5,75.0
559,1320.0,73.125
560,1320.0,76.25
561,1300.5,78.125
562,1280.0,80.0
563,1320.0,78.75
564,1320.0,76.25
565,1320.0,72.5
566,1320.0,71.875
567,1320.0,76.25
568,1320.0,75.0
569,1320.0,75.0
570,1320.0,75.0
571,1320.0,78.140625
572,1320.0,78.75
573,1320.0,183.75
574,1320.0,72.5
575,1320.0,75.015625
576,1320.0,76.875
577,1320.0,76.875
578,1320.0,71.25
579,1360.0,78.125
580,1321.0,79.375
581,1360.0,81.25
582,1320.0,73.75
583,1360.0,76.25
584,1320.0,78.125
585,1360.0,75.0
586,1360.0,74.375
587,1340.0,79.375
588,1360.0,78.125
589,1360.0,76.875
590,1360.0,77.5
591,1360.0,79.375
592,1360.0,77.5
593,1360.0,73.75
594,1360.0,74.375
595,1360.0,76.875
596,1360.0,76.25
597,1360.0,76.25
598,1360.0,73.75
599,1360.0,76.875
600,1400.0,76.25
601,1400.0,80.0
602,1400.0,76.875
603,1400.0,75.625
604,1360.0,76.25
605,1360.0,78.125
606,1400.0,75.625
607,1400.0,75.0
608,1400.0,73.125
609,1360.0,77.5
610,1400.0,78.75
611,1400.0,75.0
612,1400.0,76.875
613,1400.0,75.0
614,1400.0,77.5
615,1400.0,80.0
616,1400.0,73.75
617,1400.0,75.625
618,1400.0,73.75
619,1400.0,77.5
620,1400.0,77.5
621,1400.0,76.25
622,1400.0,75.0
623,1400.0,76.875
624,1440.0,78.765625
625,1420.0,75.0
626,1400.0,75.625
627,1440.0,75.625
628,1400.0,81.890625
629,1440.0,203.75
630,1440.0,78.125
631,1440.0,78.75
632,1440.0,76.875
633,1440.0,75.625
634,1440.0,75.015625
635,1440.0,76.875
636,1440.0,75.625
637,1440.0,77.5
638,1440.0,75.0
639,1440.0,74.375
640,1460.5,77.5
641,1440.0,76.875
642,1440.0,78.125
643,1440.0,76.25
644,1440.0,77.5
645,1440.0,75.0
646,1440.0,78.125
647,1440.5,73.75
648,1440.0,76.875
649,1440.0,79.375
650,1480.0,75.0
651,1480.0,73.765625
652,1480.0,75.625
653,1460.5,75.625
654,1480.0,78.125
655,1480.0,78.125
656,1480.0,76.25
657,1480.0,75.625
658,1480.0,76.875
