size,min_val,max_val,time,resolution,stdev
100,1,100000,171061.5,92.083,25277.619
199,1,100000,168701.5,86.667,8777.473
298,1,100000,173081.5,86.25,9023.105
397,1,100000,169042.0,83.75,9336.566
496,1,100000,169422.0,89.583,8670.86
595,1,100000,170521.5,86.26,8207.461
694,1,100000,174782.0,83.75,8774.769
793,1,100000,174342.0,82.5,8485.754
892,1,100000,173242.0,84.167,9810.078
991,1,100000,171362.0,85.0,9112.122
1090,1,100000,177461.5,86.25,8232.0
1189,1,100000,177602.0,86.25,8053.603
1288,1,100000,172121.5,84.583,8221.55
1387,1,100000,177622.0,88.333,6068.525
1486,1,100000,172802.0,85.417,7900.666
1585,1,100000,173282.0,82.083,8106.024
1684,1,100000,173641.5,81.25,9227.596
1783,1,100000,179401.5,85.833,8068.183
1882,1,100000,180522.0,85.833,8099.617
1981,1,100000,175562.0,85.833,9562.143
2080,1,100000,176242.0,88.75,9667.096
2179,1,100000,181682.0,84.583,9319.779
2278,1,100000,180982.0,82.917,7721.044
2377,1,100000,181182.0,87.083,8546.063
2476,1,100000,177841.5,112.917,9373.309
2575,1,100000,183802.0,84.583,9432.911
2674,1,100000,186262.0,84.583,10367.453
2773,1,100000,177822.0,81.677,8339.464
2872,1,100000,177882.0,85.833,8511.284
2971,1,100000,178402.0,84.583,7692.282
3070,1,100000,178802.0,92.917,7111.846
3169,1,100000,179461.5,184.583,9690.598
3268,1,100000,183982.0,98.75,21749.22
3367,1,100000,180042.0,93.75,9080.513
3466,1,100000,179722.0,96.25,8054.513
3565,1,100000,180282.0,90.0,8949.493
3664,1,100000,180962.0,93.75,9417.467
3763,1,100000,187022.0,106.667,8692.958
3862,1,100000,188722.0,95.833,8648.162
3961,1,100000,186882.0,103.76,9975.219
4060,1,100000,190762.0,99.167,7470.708
4159,1,100000,190842.0,100.417,9472.96
4258,1,100000,190042.0,102.083,9424.692
4357,1,100000,188702.0,97.083,10494.307
4456,1,100000,191762.0,104.167,10620.379
4555,1,100000,191902.0,95.0,9219.228
4654,1,100000,191582.0,100.417,9483.461
4753,1,100000,190282.0,97.083,8018.599
4852,1,100000,186562.0,101.667,8203.933
4951,1,100000,192962.0,98.75,9857.224
5050,1,100000,191222.0,102.083,7582.435
5149,1,100000,189402.0,105.0,9115.549
5248,1,100000,190242.0,102.083,8988.16
5347,1,100000,192022.0,95.417,10621.003
5446,1,100000,188842.0,97.917,7988.491
5545,1,100000,193302.0,99.167,10893.799
5644,1,100000,189762.0,102.917,9951.242
5743,1,100000,191142.0,98.75,8979.828
5842,1,100000,195842.0,99.167,10247.852
5941,1,100000,196822.0,103.75,10720.986
6040,1,100000,196862.0,101.667,9557.332
6139,1,100000,197702.0,104.583,10088.802
6238,1,100000,196582.0,104.583,8475.8
6337,1,100000,197282.0,101.25,8429.972
6436,1,100000,199922.0,106.667,9890.607
6535,1,100000,201882.5,114.167,10150.423
6634,1,100000,197822.0,100.833,10053.156
6733,1,100000,199742.0,104.167,8895.743
6832,1,100000,201122.5,101.25,8441.147
6931,1,100000,198342.0,102.083,7590.872
7030,1,100000,194902.0,97.083,7360.246
7129,1,100000,194742.0,100.417,10053.822
7228,1,100000,195502.0,255.417,11761.26
7327,1,100000,196002.0,95.833,8813.356
7426,1,100000,196342.0,97.083,10720.487
7525,1,100000,196902.0,99.583,9508.897
7624,1,100000,197582.0,99.583,8638.306
7723,1,100000,197862.0,98.75,9310.808
7822,1,100000,197122.0,101.667,9265.784
7921,1,100000,203882.0,105.417,7941.274
8020,1,100000,204742.5,104.167,8915.268
8119,1,100000,206442.5,100.417,10111.606
8218,1,100000,206602.5,99.583,8434.622
8317,1,100000,207142.0,102.083,8208.355
8416,1,100000,205722.5,106.25,7579.915
8515,1,100000,203622.0,106.667,9580.907
8614,1,100000,205842.0,102.51,9340.28
8713,1,100000,201602.0,105.0,10482.577
8812,1,100000,210162.5,102.5,10176.42
8911,1,100000,210022.0,106.667,9653.727
9010,1,100000,208842.5,105.417,8948.343
9109,1,100000,210202.0,107.083,10644.606
9208,1,100000,211522.5,108.75,11999.203
9307,1,100000,211182.5,88.75,10840.176
9406,1,100000,214262.0,89.583,9248.636
9505,1,100000,211042.0,89.583,11480.717
9604,1,100000,212562.5,93.333,13085.605
9703,1,100000,212022.5,90.833,9387.625
9802,1,100000,213262.0,92.917,9411.712
9901,1,100000,212662.0,90.0,9204.383
