size,min_val,max_val,time,resolution,stdev
10000,10,10,62001.0,132.188,2082.052
10000,10,1343,21280.0,77.5,1835.345
10000,10,2676,23641.0,74.062,223.271
10000,10,4009,26140.5,76.562,1620.658
10000,10,5342,28840.0,81.562,1143.759
10000,10,6675,31320.0,78.438,1223.217
10000,10,8008,33960.0,75.0,2510.176
10000,10,9341,36840.0,80.312,2538.518
10000,10,10674,39640.0,79.062,316.805
10000,10,12007,42361.0,78.438,2645.466
10000,10,13340,45201.0,88.75,3957.34
10000,10,14673,47961.0,75.938,4311.155
10000,10,16006,50800.0,78.75,2913.869
10000,10,17339,53680.0,79.375,3552.523
10000,10,18672,56361.0,80.625,2409.286
10000,10,20005,59120.0,75.625,565.452
10000,10,21338,61761.0,77.812,3119.477
10000,10,22671,64400.0,85.938,3641.513
10000,10,24004,66921.0,75.625,5983.503
10000,10,25337,69520.0,77.508,3804.756
10000,10,26670,71980.5,76.875,4580.668
10000,10,28003,74481.0,75.625,4766.653
10000,10,29336,76921.0,77.5,4555.972
10000,10,30669,79401.0,76.875,3007.034
10000,10,32002,81961.0,77.812,6113.96
10000,10,33335,84241.0,80.312,5671.856
10000,10,34668,86681.0,80.625,4780.763
10000,10,36001,89081.0,85.312,3868.254
10000,10,37334,91521.0,83.125,6303.471
10000,10,38667,93841.0,146.57,4184.767
10000,10,40000,96321.0,81.25,4968.007
10000,10,41333,98721.0,87.188,5005.934
10000,10,42666,101041.0,79.688,4934.44
10000,10,43999,103401.0,76.562,5386.761
10000,10,45332,105762.0,80.938,5720.336
10000,10,46665,108042.0,75.0,6367.672
10000,10,47998,110481.0,82.188,3243.653
10000,10,49331,112781.5,80.625,5663.526
10000,10,50664,115282.0,80.938,5402.453
10000,10,51997,117521.0,78.75,5526.032
10000,10,53330,119921.0,79.062,5214.437
10000,10,54663,122281.0,80.0,6720.47
10000,10,55996,124561.0,83.75,7151.559
10000,10,57329,126962.0,79.062,7422.387
10000,10,58662,129482.0,86.562,6543.134
10000,10,59995,131682.0,91.562,5420.573
10000,10,61328,134141.0,77.5,8183.941
10000,10,62661,136561.5,79.688,6360.185
10000,10,63994,138841.5,84.062,7413.63
10000,10,65327,141181.5,143.75,7278.106
10000,10,66660,144201.0,85.0,6224.614
10000,10,67993,146262.0,80.938,7680.751
10000,10,69326,148782.0,77.188,6425.269
10000,10,70659,151142.0,83.75,7123.836
10000,10,71992,154041.5,79.375,8537.513
10000,10,73325,156561.5,83.766,8481.928
10000,10,74658,159062.0,90.0,7279.185
10000,10,75991,161422.0,87.5,7954.326
10000,10,77324,164361.5,84.688,9130.223
10000,10,78657,166862.0,85.945,9396.21
10000,10,79990,168962.0,88.438,8456.473
10000,10,81323,171602.0,83.125,8798.205
10000,10,82656,174482.0,78.75,7529.22
10000,10,83989,178022.0,81.25,10348.578
10000,10,85322,181662.0,79.375,10763.995
10000,10,86655,183882.0,83.125,10071.335
10000,10,87988,186702.0,79.695,8823.431
10000,10,89321,188802.0,76.25,9650.262
10000,10,90654,190962.5,80.0,9471.829
10000,10,91987,193802.5,76.25,10483.909
10000,10,93320,195822.5,80.0,10805.607
10000,10,94653,198322.5,79.062,12109.587
10000,10,95986,200682.0,83.438,9859.68
10000,10,97319,203762.0,79.062,9831.092
10000,10,98652,208482.5,81.562,11586.122
10000,10,99985,212222.5,76.875,11540.703
10000,10,101318,213782.0,80.312,13446.988
10000,10,102651,215202.0,78.75,10895.253
10000,10,103984,216902.0,81.562,9922.315
10000,10,105317,220382.0,81.25,11191.255
10000,10,106650,220982.5,85.0,11167.675
10000,10,107983,225942.5,83.438,9361.504
10000,10,109316,228682.0,91.25,12517.112
10000,10,110649,231782.5,94.375,11216.509
10000,10,111982,237322.5,77.508,15238.388
10000,10,113315,243062.5,79.062,9851.875
10000,10,114648,239562.5,78.438,11083.771
10000,10,115981,246862.5,84.688,12460.181
10000,10,117314,254662.5,76.562,9950.178
10000,10,118647,256243.0,86.562,11880.659
10000,10,119980,265383.0,81.562,11312.571
10000,10,121313,263562.5,83.445,11683.853
10000,10,122646,271323.0,83.75,11973.391
10000,10,123979,266163.0,81.562,11999.346
10000,10,125312,269883.0,82.812,12577.651
10000,10,126645,275063.0,134.062,11454.543
10000,10,127978,278063.0,93.438,12546.589
10000,10,129311,278883.0,77.5,11984.391
10000,10,130644,284403.0,99.07,12380.798
10000,10,131977,287723.5,108.75,12142.754
10000,10,133310,291923.5,97.812,12981.811
10000,10,134643,287223.5,95.625,45539.119
10000,10,135976,297943.0,111.875,12122.997
10000,10,137309,296523.0,90.0,12573.037
10000,10,138642,298603.5,102.812,15608.362
10000,10,139975,304463.5,80.625,16127.563
10000,10,141308,304863.5,103.125,14938.533
10000,10,142641,307843.5,97.5,9357.644
10000,10,143974,312243.5,106.875,12745.529
10000,10,145307,310503.0,112.5,9648.158
10000,10,146640,314484.0,89.695,9896.457
10000,10,147973,317844.0,229.375,14874.363
10000,10,149306,312664.0,100.945,16318.182
10000,10,150639,312863.5,115.0,48996.619
10000,10,151972,315184.0,98.758,16651.86
10000,10,153305,319364.0,120.625,15894.161
10000,10,154638,323483.0,117.5,15977.334
10000,10,155971,331983.0,127.5,18487.948
10000,10,157304,331924.0,125.32,19234.425
10000,10,158637,325404.0,129.688,17191.117
10000,10,159970,330083.5,125.625,18799.048
10000,10,161303,329223.5,127.188,14273.745
10000,10,162636,329244.0,125.938,17170.9
10000,10,163969,334423.5,126.875,18539.173
10000,10,165302,337844.0,123.438,16892.563
10000,10,166635,342564.0,135.0,57948.446
10000,10,167968,348364.0,124.375,20461.861
10000,10,169301,350084.0,125.625,22492.824
10000,10,170634,355364.0,124.375,31902.713
10000,10,171967,356344.0,126.562,16900.795
10000,10,173300,356004.0,125.312,17151.438
10000,10,174633,362604.0,128.133,22248.636
10000,10,175966,361004.0,127.508,19630.489
10000,10,177299,363564.0,125.625,17390.784
10000,10,178632,365064.0,121.25,18721.812
10000,10,179965,368104.5,124.688,34844.308
10000,10,181298,370944.5,136.562,17652.113
10000,10,182631,375664.5,121.25,18673.491
10000,10,183964,379464.0,126.25,24047.109
10000,10,185297,382144.0,122.508,21636.476
10000,10,186630,383424.5,127.188,18855.763
10000,10,187963,386324.5,125.0,19267.73
10000,10,189296,395584.0,123.438,18934.056
10000,10,190629,391304.0,128.125,18962.72
10000,10,191962,401225.0,124.688,22271.661
10000,10,193295,399364.5,126.562,21723.461
10000,10,194628,403604.5,128.75,61584.742
10000,10,195961,403945.0,453.445,21948.669
10000,10,197294,408044.5,126.875,22190.806
10000,10,198627,411385.0,128.438,22178.319
10000,10,199960,414524.5,131.875,22175.525
10000,10,201293,417785.0,365.633,20873.771
10000,10,202626,422144.5,129.062,25108.387
10000,10,203959,424104.5,127.82,24677.419
10000,10,205292,425545.0,130.312,21649.758
10000,10,206625,425445.0,129.07,22395.111
10000,10,207958,427825.0,133.438,20250.238
10000,10,209291,431385.0,130.0,23417.768
10000,10,210624,436565.0,139.375,24950.662
10000,10,211957,439465.0,129.375,19512.125
10000,10,213290,434784.5,124.695,25814.136
10000,10,214623,445245.0,126.875,25586.061
10000,10,215956,447965.5,127.5,24972.036
10000,10,217289,452025.0,128.758,22295.0
10000,10,218622,452085.0,125.625,19470.71
10000,10,219955,454625.5,125.938,26917.291
10000,10,221288,454705.0,127.188,24727.856
10000,10,222621,455165.0,125.625,25298.589
