size,min_val,max_val,time,resolution,stdev
100,1,100000,171062.0,75.312,22217.437
233,1,100000,168462.0,82.5,6087.968
366,1,100000,168842.0,75.625,7967.333
499,1,100000,169082.0,79.062,6862.637
632,1,100000,174422.0,86.25,7747.558
765,1,100000,175382.0,99.688,7254.081
898,1,100000,175682.0,81.875,7439.607
1031,1,100000,175442.0,83.75,8320.467
1164,1,100000,177101.5,82.5,7189.739
1297,1,100000,176262.0,78.438,5803.941
1430,1,100000,177922.0,77.188,6931.394
1563,1,100000,176821.5,79.062,7959.475
1696,1,100000,178722.0,101.875,7114.704
1829,1,100000,179241.5,76.875,6316.453
1962,1,100000,178822.0,112.812,7952.46
2095,1,100000,175082.0,79.375,6905.67
2228,1,100000,181741.0,78.438,6940.334
2361,1,100000,181322.0,78.75,7008.685
2494,1,100000,178922.0,78.438,7246.739
2627,1,100000,181362.0,78.438,8156.203
2760,1,100000,183302.0,84.688,8743.119
2893,1,100000,177962.0,78.438,7047.068
3026,1,100000,178782.0,85.625,8676.596
3159,1,100000,186061.5,107.188,8377.555
3292,1,100000,179942.0,79.688,7209.966
3425,1,100000,180662.0,78.75,7587.98
3558,1,100000,180422.0,75.625,8862.949
3691,1,100000,181962.0,79.688,7680.996
3824,1,100000,184642.0,129.375,6964.84
3957,1,100000,187642.0,81.57,7665.649
4090,1,100000,187702.0,78.438,8419.396
4223,1,100000,189102.0,81.875,8406.425
4356,1,100000,188161.5,109.062,8676.631
4489,1,100000,189622.0,81.875,6847.214
4622,1,100000,184582.0,83.438,8220.463
4755,1,100000,191162.0,80.625,8725.345
4888,1,100000,190442.0,83.438,8099.138
5021,1,100000,186722.0,80.0,9590.024
5154,1,100000,192022.0,118.75,18359.014
5287,1,100000,194282.0,85.945,8342.834
5420,1,100000,194422.0,88.75,8479.221
5553,1,100000,196082.0,83.125,9095.183
5686,1,100000,194882.0,91.562,11075.804
5819,1,100000,198282.0,87.5,8090.13
5952,1,100000,196222.0,79.062,7328.199
6085,1,100000,190282.0,85.32,7778.858
6218,1,100000,191482.0,77.812,8671.752
6351,1,100000,195442.0,85.633,8875.001
6484,1,100000,197522.0,85.938,7518.545
6617,1,100000,199522.5,86.562,8767.105
6750,1,100000,199062.0,84.688,8946.927
6883,1,100000,201622.0,82.188,9421.72
7016,1,100000,200422.0,102.5,6610.435
7149,1,100000,202302.5,82.508,8344.919
7282,1,100000,202182.0,84.062,7545.552
7415,1,100000,203002.0,84.375,9202.252
7548,1,100000,202602.0,87.188,10645.419
7681,1,100000,202702.0,88.75,9798.633
7814,1,100000,204462.5,90.0,9075.054
7947,1,100000,204782.5,84.375,8454.91
8080,1,100000,205982.0,80.0,14782.151
8213,1,100000,204422.0,84.062,10871.406
8346,1,100000,206062.0,80.312,7633.161
8479,1,100000,205782.0,91.25,9189.259
8612,1,100000,200322.0,86.883,10728.45
8745,1,100000,205342.0,82.812,8981.472
8878,1,100000,207883.0,84.062,8867.963
9011,1,100000,209162.0,84.062,8371.241
9144,1,100000,209942.5,89.062,9309.619
9277,1,100000,209782.5,86.25,9350.062
9410,1,100000,204742.0,80.938,9205.87
9543,1,100000,205022.0,82.5,10092.481
9676,1,100000,205882.0,85.625,10654.814
9809,1,100000,204722.0,83.125,10139.842
9942,1,100000,205842.0,81.25,10536.976
10075,1,100000,206182.0,85.0,9901.427
10208,1,100000,206623.0,241.875,11316.384
10341,1,100000,212122.0,88.438,9653.169
10474,1,100000,211742.0,79.688,9597.159
10607,1,100000,212602.5,75.0,8290.515
10740,1,100000,213142.0,85.0,10994.414
10873,1,100000,214162.0,298.133,9290.848
11006,1,100000,216562.0,79.375,10614.271
11139,1,100000,222042.5,78.438,8381.096
