size,min_val,max_val,time,resolution,stdev
10000,10,10,61761.0,146.25,5152.742
10000,10,10,61981.0,83.75,4069.862
10000,10,10,62001.0,85.833,3008.596
10000,10,10,62201.0,82.5,5193.706
10000,10,10,62000.5,80.417,5429.944
10000,10,11,42300.5,85.0,4312.225
10000,10,11,42340.0,91.25,3605.654
10000,10,11,42360.5,95.417,3366.386
10000,10,12,36521.0,84.583,3910.705
10000,10,12,36360.5,84.167,1766.323
10000,10,12,36420.5,91.25,1451.822
10000,10,12,36460.5,90.0,3679.817
10000,10,13,32400.5,106.667,5088.143
10000,10,13,32540.5,98.333,4070.895
10000,10,13,32641.0,90.833,3968.267
10000,10,14,29180.0,97.917,3259.738
10000,10,14,29140.5,89.167,3793.111
10000,10,14,29420.5,104.167,4037.772
10000,10,15,27080.5,97.5,2963.864
10000,10,15,27420.0,92.083,2790.278
10000,10,15,27040.0,97.917,2607.218
10000,10,16,25540.0,110.833,3369.373
10000,10,16,25480.0,107.083,2620.527
10000,10,16,25700.0,98.75,4384.727
10000,10,17,24400.0,112.917,2606.607
10000,10,17,24380.0,107.917,2689.896
10000,10,18,23680.0,136.25,2835.948
10000,10,18,23560.5,427.5,1914.163
10000,10,19,22980.5,115.833,2972.479
10000,10,19,22881.0,111.25,1984.417
10000,10,19,22980.5,106.667,1600.635
10000,10,20,22460.0,102.083,2357.122
10000,10,20,22481.0,96.667,5690.559
10000,10,21,22081.0,102.917,5671.324
10000,10,21,22100.5,168.333,2013.095
10000,10,22,21721.0,99.167,3008.446
10000,10,22,21760.0,96.25,3152.451
10000,10,23,21440.5,100.833,1829.023
10000,10,23,21480.0,93.333,2563.741
10000,10,24,21300.5,97.083,2601.767
10000,10,25,21120.0,92.5,3917.133
10000,10,25,21080.0,95.417,3070.198
10000,10,26,21040.5,103.333,3292.573
10000,10,26,20960.0,95.0,1577.078
10000,10,27,20780.5,120.01,2407.215
10000,10,28,20680.0,96.25,2718.461
10000,10,28,20720.0,96.25,2692.127
10000,10,29,20560.0,97.917,1145.031
10000,10,30,20400.5,100.0,3280.915
10000,10,30,20440.0,107.917,1511.623
10000,10,31,20401.0,95.417,3019.633
10000,10,32,20240.0,95.0,2155.467
10000,10,33,20160.0,96.25,4257.165
10000,10,33,20161.0,98.75,1799.768
10000,10,34,20120.0,97.917,1588.182
10000,10,35,20080.0,93.333,1566.314
10000,10,36,19961.0,96.667,3137.441
10000,10,37,19960.0,94.167,4622.598
10000,10,38,19880.0,105.0,1042.686
10000,10,38,19881.0,100.833,2473.58
10000,10,39,19800.0,99.583,2947.493
10000,10,40,19860.5,97.5,1720.049
10000,10,41,19720.0,105.0,3643.935
10000,10,42,19740.5,115.417,1281.63
10000,10,43,19720.0,120.833,2041.635
10000,10,44,19680.0,113.75,2778.814
10000,10,45,19680.5,110.833,2036.741
10000,10,46,19620.5,122.5,4271.341
10000,10,47,19600.0,124.167,1096.617
10000,10,48,19600.0,98.75,2823.999
10000,10,50,19500.5,102.5,1684.309
10000,10,51,19520.0,115.417,2952.702
10000,10,52,19481.0,99.167,1045.026
10000,10,53,19480.0,109.583,1597.358
10000,10,54,19420.5,107.917,2841.755
10000,10,56,19440.0,118.75,2856.756
10000,10,57,19401.0,113.75,1803.161
10000,10,58,19400.0,104.583,6031.494
10000,10,60,19440.0,101.667,1709.466
10000,10,61,19400.0,114.167,2303.821
10000,10,63,19360.5,100.0,5026.615
10000,10,64,19360.0,110.417,3254.456
10000,10,66,19360.0,115.833,1751.69
10000,10,67,19320.0,114.583,3554.518
10000,10,69,19320.0,110.417,2299.526
10000,10,70,19320.0,105.0,2273.803
10000,10,72,19280.0,123.75,1700.202
10000,10,74,19240.5,102.5,2125.178
10000,10,75,19280.0,104.177,1394.688
10000,10,77,19320.0,109.583,3088.491
10000,10,79,19240.0,104.583,1192.804
10000,10,81,19200.5,105.417,1341.658
10000,10,83,19240.0,115.0,5594.699
10000,10,85,19240.0,106.25,4595.732
10000,10,87,19240.0,106.667,4273.183
10000,10,89,19200.0,93.333,1418.857
10000,10,91,19161.0,94.167,2150.586
10000,10,93,19200.0,100.417,5086.65
10000,10,95,19160.0,122.917,3388.153
10000,10,97,19160.0,151.667,2918.361
10000,10,99,19240.0,101.667,4156.874
10000,10,102,19160.0,112.5,1618.772
10000,10,104,19120.5,99.167,1159.118
10000,10,107,19140.5,96.25,3226.169
10000,10,109,19160.0,102.917,1840.991
10000,10,112,19160.5,91.667,1365.355
10000,10,114,19160.0,100.833,3720.031
10000,10,117,19160.0,89.583,4070.634
10000,10,120,19120.0,96.667,1802.736
10000,10,123,19160.0,98.75,2916.314
10000,10,125,19121.0,100.0,1721.096
10000,10,128,19120.0,99.167,1491.727
10000,10,131,19100.5,87.083,2574.949
10000,10,134,19280.0,94.167,1978.084
10000,10,138,19120.0,96.25,1108.188
10000,10,141,19160.5,109.583,2854.563
10000,10,144,19120.0,92.917,1583.485
10000,10,147,19160.0,100.0,1208.895
10000,10,151,19160.0,119.583,1242.243
10000,10,154,19161.0,115.833,1929.197
10000,10,158,19140.5,163.344,1584.0
10000,10,162,19160.0,100.0,4622.334
10000,10,165,19140.5,95.417,2969.426
10000,10,169,19160.0,95.833,2294.717
10000,10,173,19121.0,102.5,2345.867
10000,10,177,19160.0,112.083,3036.164
10000,10,181,19161.0,97.5,6096.058
10000,10,186,19160.0,97.5,2592.072
10000,10,190,19160.0,95.0,3919.405
10000,10,194,19200.0,91.667,2911.051
10000,10,199,19160.0,97.917,2747.45
10000,10,204,19200.0,107.083,3431.204
10000,10,208,19160.5,107.917,1642.169
10000,10,213,19200.0,102.917,2183.712
10000,10,218,19200.0,92.51,848.739
10000,10,223,19220.0,91.25,3553.418
10000,10,229,19201.0,93.75,2555.207
10000,10,234,19200.5,108.333,1791.536
10000,10,239,19240.0,107.083,3356.002
10000,10,245,19340.5,102.5,2105.65
10000,10,251,19260.0,92.917,1582.69
10000,10,257,19241.0,86.25,1782.556
10000,10,263,19280.0,81.667,5116.714
10000,10,269,19280.0,86.25,2181.573
10000,10,275,19320.0,84.583,1675.873
10000,10,281,19281.0,88.333,1135.881
10000,10,288,19320.5,81.667,2250.685
10000,10,295,19320.5,87.917,2540.358
10000,10,301,19320.0,78.333,1085.224
10000,10,309,19360.0,80.833,623.927
10000,10,316,19360.0,81.25,5639.504
10000,10,323,19400.0,81.25,1162.085
10000,10,331,19440.0,80.833,1985.359
10000,10,338,19400.0,81.25,1660.104
10000,10,346,19440.0,82.5,4317.513
10000,10,354,19440.0,90.0,2539.876
10000,10,363,19481.0,79.583,3662.548
10000,10,371,19520.0,82.083,2840.771
10000,10,380,19481.0,90.833,1588.701
10000,10,389,19521.0,89.583,2300.89
10000,10,398,19520.5,77.917,3295.085
10000,10,407,19560.0,85.833,2793.145
10000,10,416,19560.0,90.833,3094.749
10000,10,426,19600.5,128.75,1430.378
10000,10,436,19600.5,77.5,1916.967
10000,10,446,19640.0,80.0,2126.015
10000,10,457,19680.0,82.083,1861.889
10000,10,467,19680.0,84.167,1034.855
10000,10,478,19720.0,78.333,3323.599
10000,10,489,19721.0,90.833,2065.275
10000,10,501,19760.0,87.5,3686.779
10000,10,512,19780.0,80.427,2604.796
10000,10,524,19801.0,86.25,3335.19
10000,10,537,19801.0,94.167,1925.913
10000,10,549,19840.5,86.667,2878.621
10000,10,562,19880.0,85.0,1885.176
10000,10,575,19920.0,88.333,1072.671
10000,10,588,19960.0,80.417,1291.985
10000,10,602,19960.0,92.5,1168.378
10000,10,616,20000.0,88.75,1433.242
10000,10,630,20000.0,82.083,2457.047
10000,10,645,20080.0,86.667,4358.415
10000,10,660,20040.0,77.5,774.403
10000,10,676,20080.0,92.5,2772.949
10000,10,691,20081.0,97.917,1908.985
10000,10,707,20200.5,91.667,3088.114
10000,10,724,20160.0,87.5,4994.693
10000,10,741,20200.0,91.25,2558.744
10000,10,758,20240.0,87.917,1459.053
10000,10,776,20281.0,91.25,1117.754
10000,10,794,20280.0,80.417,2154.925
10000,10,812,20320.0,82.083,2202.359
10000,10,831,20360.0,81.667,3817.498
10000,10,851,20400.5,89.167,3334.599
10000,10,870,20440.0,90.417,3890.134
10000,10,891,20480.0,84.583,2037.513
10000,10,912,20480.5,87.917,1952.94
10000,10,933,20560.5,84.167,1581.148
10000,10,954,20560.0,79.167,1329.234
10000,10,977,20640.0,80.0,3803.855
10000,10,999,20640.0,76.667,2097.795
10000,10,1023,20720.0,80.417,3941.143
10000,10,1047,20760.0,111.667,1459.17
10000,10,1071,20800.5,78.76,1541.323
10000,10,1096,20801.0,87.5,1877.157
